Species,Test AUC,wc2.1_30s_bio_1_fc,wc2.1_30s_bio_2_fc,wc2.1_30s_bio_3_fc,wc2.1_30s_bio_4_fc,wc2.1_30s_bio_5_fc,wc2.1_30s_bio_6_fc,wc2.1_30s_bio_7_fc,wc2.1_30s_bio_8_fc,wc2.1_30s_bio_9_fc,wc2.1_30s_bio_10_fc,wc2.1_30s_bio_11_fc,wc2.1_30s_bio_12_fc,wc2.1_30s_bio_13_fc,wc2.1_30s_bio_14_fc,wc2.1_30s_bio_15_fc,wc2.1_30s_bio_16_fc,wc2.1_30s_bio_17_fc,wc2.1_30s_bio_18_fc,wc2.1_30s_bio_19_fc,wc2.1_30s_bio_20_fc
Dracaena_elliptica,0.963,0.0,0.0,24.9,26.9,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.2,0.0,3.4,14.6
Drypetes_confertiflora,0.937,0.3,0.4,18.8,1.0,1.1,2.7,13.8,0.0,0.0,0.3,0.5,6.2,0.0,0.0,3.0,0.0,0.0,0.0,3.6,48.3
Drypetes_malabarica,0.829,0.5,12.7,2.1,13.1,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,1.3,8.4,5.2,0.0,40.8,0.4,0.0,2.2
Drypetes_oblongifolia,0.957,0.0,1.9,8.1,0.0,0.2,0.0,0.0,3.5,0.0,3.2,3.0,7.8,1.9,7.2,0.0,0.1,9.4,0.6,44.6,8.4
Drypetes_venusta,0.887,0.0,2.7,1.5,0.0,0.0,4.7,2.3,0.0,1.1,0.0,0.3,24.0,0.1,7.4,0.3,0.0,9.2,2.7,12.7,31.0
Drypetes_wightii,0.896,0.0,1.5,2.4,12.1,8.1,0.0,63.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,10.9
Durio_exarillatus,0.972,1.3,2.5,2.4,0.1,0.0,0.0,0.6,0.0,0.3,10.2,5.4,13.2,0.0,44.1,0.0,0.0,19.1,0.1,0.8,0.0
Dysoxylum_gotadhora,0.76,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.7,6.5,0.0,48.2,0.0,13.4,0.7,0.8,26.6
Dysoxylum_malabaricum,0.859,0.1,3.4,27.3,0.2,0.0,9.7,9.1,0.0,0.3,3.0,0.1,27.2,0.0,1.4,0.2,0.6,0.4,3.3,2.5,11.1
Elaeagnus_conferta,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,0.0,0.0,0.9,12.0,0.0
Elaeocarpus_munroii,0.944,0.0,0.2,0.0,4.7,40.5,0.0,13.8,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,0.1
Elaeocarpus_serratus,0.94,0.0,1.1,14.9,3.9,0.0,3.9,0.0,0.0,0.0,0.0,0.0,27.8,12.8,5.4,0.1,1.5,2.5,2.8,1.7,21.5
Elaeocarpus_tuberculatus,0.931,1.2,4.9,6.9,1.8,0.0,1.0,1.2,0.0,0.1,3.0,1.3,39.2,0.0,0.0,2.6,0.0,0.0,0.0,30.2,6.4
Elaeocarpus_variabilis,0.891,0.0,0.0,0.0,61.9,0.0,0.0,0.0,8.3,0.0,21.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Elaeocarpus_venustus,0.999,0.0,0.0,2.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,60.8,35.5,0.0,0.0,0.0,0.8,0.0
Elaeodendron_paniculatum,0.953,0.0,7.8,2.7,0.6,0.2,0.0,0.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,31.9,0.8,0.0,50.1,1.7,0.3
Entada_rheedei,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,5.1,0.0,12.5,0.0,14.6,0.0,0.0,35.2,4.6,27.4
Epiprinus_mallotiformis,0.907,0.0,22.4,0.6,0.0,8.9,0.0,16.5,0.3,1.1,5.6,3.3,0.0,0.0,39.6,0.3,0.0,0.0,1.3,0.0,0.0
Erythroxylum_moonii,0.972,0.0,0.6,0.0,37.0,7.7,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,2.9,0.2,4.2,0.0
Eugenia_codyensis,0.907,0.0,6.2,0.0,0.0,0.0,0.0,10.6,21.7,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,3.9,0.1,42.8,0.0
Eugenia_kalamii,0.734,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9,0.0,27.1,0.0,0.0,5.1,0.0,10.4
Eugenia_macrocalyx,0.985,0.0,0.0,6.9,1.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,8.6,10.9,5.8,2.0,40.4,1.0,3.1,5.6,13.7
Eugenia_mooniana,0.92,2.1,1.0,1.3,0.0,0.9,5.0,3.2,14.7,0.0,0.0,0.0,15.1,0.0,35.3,2.0,0.0,6.9,0.0,1.8,10.7
Euonymus_angulatus,0.988,2.0,0.0,2.5,22.7,1.7,0.0,5.6,27.2,0.0,2.6,0.0,8.7,0.0,4.4,0.0,0.0,2.8,0.0,0.0,19.8
Euonymus_dichotomus,0.998,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,77.5,13.5,1.1,0.0,4.3,0.0,0.0
Euonymus_indicus,0.975,0.0,4.7,13.6,1.6,0.0,0.2,8.1,0.0,0.3,7.6,0.0,21.7,0.0,0.3,4.1,6.8,2.2,1.6,26.2,0.9
Eurya_nitida,0.957,0.0,18.6,0.0,10.2,0.0,0.0,7.8,20.5,0.0,13.4,0.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0
Excoecaria_oppositifolia,0.998,5.4,21.1,6.0,0.1,0.0,0.0,60.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.2
Falconeria_insignis,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,22.9,25.0,0.0,9.9,0.0,32.0,0.0
Ficus_beddomei,0.926,1.4,1.3,3.9,44.9,3.1,0.0,2.8,0.0,0.0,4.4,0.0,0.0,0.0,1.1,0.0,0.0,2.9,5.6,0.0,28.7
Ficus_callosa,0.697,0.0,0.0,0.0,44.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,17.5,0.0,2.9,0.0,0.0,0.0,5.4,26.6,2.9
Ficus_exasperata,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,5.3,9.4,0.0,0.0,0.0,0.0,26.7,0.0,0.0,58.2
Ficus_hispida,0.592,0.0,0.0,2.1,0.0,0.0,3.2,0.8,0.3,0.0,0.0,0.0,4.7,0.0,2.1,38.3,2.2,0.0,4.0,14.7,27.6
Ficus_microcarpa,0.741,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,50.9,9.7,0.0,0.0,0.0,0.0,0.0,39.1,0.0
Ficus_nervosa,0.803,0.0,17.7,5.9,0.0,0.0,3.5,3.1,6.9,0.7,0.0,0.0,19.7,9.2,0.1,0.7,21.0,0.6,2.9,1.1,6.7
Ficus_racemosa,0.938,0.0,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.5,94.5,0.3,3.1,0.0,0.0,0.0
Ficus_talbotii,0.496,0.0,42.1,0.0,0.0,1.2,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,7.0
Ficus_tsjakela,0.579,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,29.8,0.0,0.0,0.0,0.0,7.8,26.0,3.4
Ficus_virens,0.678,3.9,0.5,0.0,31.8,4.0,2.4,0.0,0.0,0.0,16.9,0.0,17.1,3.8,12.2,0.0,3.9,0.0,0.0,0.0,3.2
Filicium_decipiens,0.63,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,72.9,11.5,0.0,0.0,4.8,0.0,0.0
Flacourtia_montana,0.822,0.0,1.5,10.6,3.5,0.0,9.4,0.5,0.1,0.1,0.0,0.0,35.8,4.4,7.5,0.1,4.6,0.1,16.4,2.0,3.4
Garcinia_gummi-gutta,0.869,0.3,18.8,9.9,5.8,0.0,2.1,4.8,10.2,0.0,0.0,0.0,13.5,0.6,0.0,0.0,2.0,0.0,0.7,17.2,14.0
Garcinia_indica,0.855,0.0,0.7,8.0,2.9,0.0,0.6,0.0,0.8,0.0,0.0,0.0,9.4,0.0,0.4,0.0,31.5,13.3,16.8,3.2,12.4
Garcinia_morella,0.902,5.9,9.6,34.5,0.0,0.0,1.5,0.1,0.0,1.0,8.8,0.8,17.7,5.0,0.0,0.0,3.0,0.3,1.0,6.0,4.6
Garcinia_rubroechinata,0.987,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0,0.0,0.0
Garcinia_spicata,0.536,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,51.4,0.0,1.4,0.0,40.1,3.8
Garcinia_talbotii,0.93,0.5,5.1,1.2,0.5,16.9,0.2,0.0,0.2,0.0,0.0,1.4,34.1,4.0,0.0,5.5,0.0,15.8,7.3,1.1,6.3
Glochidion_ellipticum,0.861,0.0,2.5,5.9,2.4,0.0,1.9,0.8,0.7,0.1,0.0,1.4,26.8,7.4,0.7,0.6,16.4,0.7,11.8,3.1,16.9
Glochidion_heyneanum,0.415,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.3,20.6,3.7,0.2
Glochidion_hohenackeri,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.1,0.0,0.0,0.0,0.0,54.4,0.0,0.0,24.3,4.6,0.0
Glochidion_zeylanicum,0.752,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,93.3,0.0,0.0,0.0,0.0,2.0
Gluta_travancorica,0.999,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,0.6,0.0,0.0,0.6,0.0,0.0
Glycosmis_macrocarpa,0.888,0.0,6.4,0.1,6.3,0.4,0.0,67.5,6.4,0.0,0.0,0.0,3.7,0.0,0.1,0.0,0.0,0.0,6.5,0.0,2.6
Glycosmis_pentaphylla,0.895,0.0,0.1,6.6,2.2,0.0,0.8,0.1,1.2,0.0,0.0,5.2,7.8,33.4,0.0,5.0,0.5,0.8,0.7,4.1,31.5
Gnetum_edule,0.968,0.0,0.4,1.8,6.6,0.3,0.0,0.0,0.0,0.6,0.0,6.3,1.9,0.0,0.1,34.2,2.7,0.0,28.9,5.6,10.6
Gomphandra_coriacea,0.982,1.3,8.8,0.7,0.0,8.8,0.4,16.3,0.0,0.0,9.1,7.3,0.3,0.0,41.1,0.0,0.0,2.1,0.2,3.5,0.0
Gomphandra_tetrandra,0.874,0.0,11.8,7.7,0.0,0.0,2.1,0.0,1.4,1.3,0.0,0.7,21.2,0.0,4.3,0.0,0.0,8.9,0.1,31.5,8.8
Goniothalamus_cardiopetalus,0.923,0.0,20.6,0.0,3.9,2.7,0.0,10.1,0.9,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,51.3,5.4
Goniothalamus_rhynchantherus,0.942,0.0,0.0,2.8,0.0,0.0,2.6,3.4,0.0,0.0,0.0,1.0,0.0,4.2,51.9,22.1,0.0,0.0,0.3,0.0,11.8
Goniothalamus_thwaitesii,0.981,0.0,3.6,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0
Goniothalamus_wightii,0.995,0.0,0.7,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,89.9,5.7,0.1,0.0,0.0,0.0,0.0
Gordonia_obtusa,0.965,2.4,17.7,0.0,0.0,0.0,0.0,8.0,0.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.1,0.0,53.2,0.6
Grewia_serrulata,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,4.5,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,33.3,26.2
Gymnacranthera_canarica,0.924,0.0,0.1,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,16.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Harpullia_arborea,0.894,0.0,3.9,0.0,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,8.5
Helicia_nilagirica,0.901,0.0,18.0,0.0,0.0,8.6,0.0,70.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.0,0.0
Heptapleurum_ellipticum,0.995,0.0,2.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,87.8,0.0,0.0,2.2,0.0,4.2
Heritiera_papilio,0.908,0.0,15.5,0.7,0.0,0.1,0.1,0.0,0.0,0.1,34.2,1.7,2.8,0.0,0.4,0.0,0.3,1.0,0.1,38.6,4.5
Heynea_trijuga,0.923,0.0,5.1,0.3,0.0,0.0,24.0,1.9,0.0,0.0,0.0,0.0,24.7,24.3,2.8,4.7,0.0,4.9,1.1,0.3,5.9
Holigarna_arnottiana,0.896,0.0,0.4,10.5,1.4,0.0,0.9,0.1,0.1,0.5,0.5,0.0,29.1,21.5,12.7,5.5,0.4,3.5,6.9,0.9,5.4
Holigarna_beddomei,0.953,0.0,3.8,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,11.6,49.6
Holigarna_ferruginea,0.947,0.0,1.3,2.5,0.0,0.0,4.4,3.9,15.9,0.9,0.0,0.0,10.4,0.0,0.0,0.0,4.6,7.3,0.0,39.4,9.3
Holigarna_grahamii,0.928,0.0,0.2,4.4,1.4,0.0,0.1,1.6,0.0,0.0,14.6,2.6,3.5,38.2,1.7,1.6,15.3,1.2,3.2,2.4,8.0
Holigarna_nigra,0.934,0.6,0.3,0.5,4.8,0.7,0.0,2.4,0.2,0.0,18.4,2.4,23.7,0.4,13.8,0.0,0.0,0.0,0.3,31.2,0.3
Homalium_ceylanicum,0.838,0.0,15.6,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.4,7.4,11.1,0.1,5.2,0.0,2.3,5.4,50.7,0.7
Hopea_canarensis,0.996,0.0,0.0,1.1,0.0,0.0,0.0,0.0,5.9,0.0,0.5,0.0,0.2,0.0,6.5,0.4,0.0,0.5,1.9,76.0,7.0
Hopea_erosa,0.866,0.0,12.4,0.0,0.0,0.0,0.0,61.2,3.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,17.2,1.9,0.0,0.0
Hopea_glabra,0.933,0.0,2.2,0.0,54.9,2.7,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,3.2,0.0
Hopea_parviflora,0.9,0.0,13.2,6.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2.9,0.0,0.1,0.0,0.5,0.8,0.7,33.5,41.9
Hopea_ponga,0.947,0.2,0.9,18.2,0.2,0.0,0.0,0.0,3.2,0.0,0.4,1.0,0.0,36.3,8.2,0.7,0.0,0.0,2.2,6.6,22.0
Hopea_racophloea,0.847,0.0,12.4,0.0,0.0,0.0,0.0,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Humboldtia_brunonis,0.976,0.0,5.5,0.0,0.3,0.0,0.0,10.3,1.5,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.8,3.7,0.0,60.4,13.3
Humboldtia_decurrens,0.996,0.0,4.0,0.0,2.2,0.0,0.0,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,0.0
Humboldtia_vahliana,0.973,0.8,0.0,12.3,0.0,0.0,30.6,34.7,0.0,0.0,0.0,2.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,18.1
Hunteria_zeylanica,0.926,0.0,0.0,3.8,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,26.5,10.9,0.0,0.0,0.7,4.5,2.1
Hydnocarpus_alpina,0.946,0.7,6.7,0.0,0.0,1.9,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.8,1.9,0.0,1.1,6.1
Hydnocarpus_macrocarpa,0.982,0.0,0.1,0.0,13.9,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.7,23.2,57.7
Hydnocarpus_pentandrus,0.844,0.0,16.3,3.6,0.2,0.0,7.4,2.1,0.0,0.0,1.3,0.6,12.2,6.1,3.7,0.0,0.7,1.7,4.2,0.1,39.9
Isonandra_lanceolata,0.954,0.0,13.4,2.7,2.2,0.0,0.0,6.5,0.0,0.0,8.4,3.2,10.8,0.0,0.0,0.0,0.0,0.4,0.1,48.6,3.6
Ixora_alba,0.963,0.0,7.1,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,46.0
Ixora_brachiata,0.827,0.0,0.6,12.6,0.0,0.5,0.0,0.0,0.3,0.3,0.0,5.5,7.9,23.4,9.2,4.7,3.4,0.3,13.5,5.4,12.4
Ixora_elongata,0.994,0.0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.9,2.1,3.2,0.2,11.2,0.9,0.0,0.2,18.5,0.0,42.6,15.0
Ixora_lanceolaria,0.973,0.0,3.5,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Ixora_nigricans,0.833,0.0,6.3,0.8,0.2,0.0,0.0,7.6,0.0,0.0,13.5,6.6,20.0,4.5,0.4,1.4,0.0,2.7,0.2,12.1,23.7
Ixora_pavetta,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.6,0.0,0.0,0.0,60.1,0.0,0.0,0.0,31.3,3.8
Kingiodendron_pinnatum,0.915,0.0,15.2,0.9,0.0,0.0,7.0,60.6,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,2.0,0.0,2.3,7.5,3.4
Knema_attenuata,0.777,5.2,2.0,18.4,0.9,1.9,3.3,2.4,1.1,1.2,0.9,1.0,14.2,1.6,0.4,0.5,1.7,1.8,1.1,9.8,30.7
Lagerstroemia_microcarpa,0.891,0.0,0.1,0.0,0.5,0.0,5.2,5.6,0.0,0.0,0.0,0.0,1.1,33.6,15.7,0.7,2.9,0.1,31.5,0.3,2.7
Lasianthus_acuminatus,0.957,10.1,3.4,0.3,5.3,0.0,0.0,7.1,0.4,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,65.4,5.7
Lasianthus_jackianus,0.775,1.0,1.5,0.0,0.0,7.0,0.0,48.9,15.4,1.9,0.0,0.0,2.3,0.0,13.8,1.7,1.2,2.2,1.9,1.2,0.0
Lasianthus_rostratus,0.977,3.1,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,6.3,1.9,0.0,0.0,53.3,25.1,0.0,1.9,4.4,0.3,0.0
Lasiosiphon_glaucus,0.846,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.5,0.0,71.2,0.0,1.0,23.1,0.0,2.1
Leea_indica,0.861,0.0,0.6,1.1,0.9,0.0,4.6,3.0,0.1,0.0,0.0,0.0,9.8,29.2,0.8,22.0,0.0,0.0,7.9,2.9,17.1
Lepisanthes_erecta,0.871,0.0,0.0,0.0,5.0,22.0,0.0,55.4,5.9,0.0,3.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Lepisanthes_tetraphylla,0.894,0.0,0.8,5.0,0.9,0.0,0.6,0.0,0.8,1.4,0.0,0.0,30.0,0.0,3.5,0.1,3.0,3.3,3.6,11.5,35.5
Leptonychia_caudata,0.993,0.0,25.7,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.2,0.0
Ligustrum_robustum,0.757,0.0,0.0,0.0,4.7,0.0,3.2,0.0,7.7,0.0,4.2,0.0,0.0,39.2,1.3,21.1,0.0,0.0,0.0,4.4,14.1
Litsea_floribunda,0.895,0.0,0.0,10.3,7.6,5.1,5.3,0.0,1.3,0.2,18.8,0.7,27.9,2.6,1.5,0.1,6.9,0.0,0.0,10.2,1.5
Litsea_ghatica,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.4,10.3,5.1,0.0,56.6,0.0,0.0,0.0,0.0,1.6
Litsea_glabrata,0.952,6.1,7.5,0.0,2.1,15.9,0.0,20.3,0.1,3.0,14.9,0.0,3.5,0.0,22.5,0.0,0.0,0.0,0.0,3.8,0.4
Litsea_keralana,0.902,0.0,3.1,1.1,2.5,0.0,0.0,0.7,0.0,0.2,6.9,0.0,20.8,0.0,1.8,0.0,0.9,0.0,0.1,49.1,12.7
Litsea_laevigata,0.888,0.0,9.4,10.4,0.3,5.1,1.7,2.2,7.2,0.0,0.0,0.0,22.6,4.1,5.2,1.5,13.1,0.0,4.8,7.8,4.6
Litsea_mysorensis,0.938,0.0,0.7,4.7,1.0,0.0,0.1,0.3,3.3,0.0,1.4,0.0,33.5,1.1,10.7,0.1,2.5,0.8,0.7,38.9,0.3
Litsea_oleoides,0.966,17.2,5.6,4.9,0.1,0.0,0.0,2.4,0.3,0.5,0.0,3.2,12.3,0.0,4.5,0.0,0.0,0.5,0.0,48.4,0.2
Litsea_stocksii,0.891,13.5,0.6,0.0,0.0,0.4,0.0,0.1,0.0,0.0,18.8,0.0,1.8,3.0,7.2,38.7,0.0,6.0,6.4,0.1,3.3
Litsea_travancorica,0.973,0.0,0.0,9.0,3.9,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2,3.6,0.0,48.8,0.4,0.0,9.6
Litsea_wightiana,0.998,0.0,13.1,0.0,0.0,1.3,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.3
Lophopetalum_wightianum,0.804,0.0,0.0,18.5,0.6,0.0,0.5,0.0,0.0,0.0,0.0,1.4,27.2,9.9,0.0,3.1,0.0,0.1,3.1,8.4,27.2
Luvunga_sarmentosa,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,58.9,0.0,0.6,13.4,5.4,2.4
Macaranga_indica,0.978,0.0,0.0,0.0,33.4,34.6,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,4.9,9.7
Macaranga_peltata,0.807,0.0,0.3,6.4,0.2,0.0,5.6,5.6,0.1,0.4,0.0,0.0,46.9,0.2,5.3,2.5,0.0,0.1,12.6,1.8,12.0
Machilus_glaucescens,0.998,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,52.5,0.0,0.0,8.9,5.1,19.4
Madhuca_bourdillonii,0.721,0.0,12.3,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4
Madhuca_neriifolia,0.931,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.4,8.4,0.0,0.0,0.0,0.0,0.0,5.7
Maesa_indica,0.375,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5,96.4,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Magnolia_nilagirica,0.839,0.0,0.0,0.0,0.9,0.0,0.0,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mallotus_nudiflorus,0.9,0.0,19.7,0.0,38.0,0.0,0.0,16.5,0.0,0.0,0.0,0.1,8.5,0.0,1.6,0.0,0.0,0.0,0.0,0.0,15.5
Mallotus_philippensis,0.84,0.5,1.0,6.2,0.2,1.5,1.6,0.0,0.3,0.0,0.0,0.1,47.7,0.1,2.4,6.6,2.9,0.0,4.4,6.3,18.2
Mallotus_resinosus,0.714,0.0,2.0,1.1,4.8,0.0,0.0,0.4,0.1,0.0,0.0,0.0,3.2,0.9,43.3,13.9,1.2,12.5,0.2,9.2,7.2
Mallotus_rhamnifolius,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,3.2,0.0,0.0,19.1,0.0,0.0,0.0,0.2,0.0,77.0
Mammea_suriga,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,94.9,0.0,0.0,3.4,0.0,0.0
Mangifera_indica,0.849,0.0,1.5,3.3,3.6,14.6,0.0,0.1,3.5,0.1,8.7,0.0,34.5,7.0,5.7,3.9,3.4,0.2,4.7,1.7,3.6
Mappia_nimmoniana,0.998,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,67.9,0.0,1.5,12.5,4.7,4.2
Margaritaria_indica,0.805,0.0,10.4,0.0,61.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.1,0.4,0.0,0.0,4.7,0.0,5.1
